0.89383,14.7954,0.083
0.30886,11.6757,0.088
0.92777,16.0945,0.128
0.36915,12.2364,0.065
0.47793,11.0879,0.052
0.38335,13.5908,0.109
0.85386,12.085,0.088
0.60492,11.5027,0.063
0.16649,16.456,0.323
0.41421,16.6786,0.118
0.02362,11.8212,0.837
0.90027,11.2283,0.023
0.6869,12.2126,0.037
0.20059,13.5397,0.11
0.97763,11.4602,0.049
0.13926,15.3162,0.348
0.8054,14.0135,0.062
0.83426,10.7096,0.036
0.89172,16.8912,0.076
0.55736,11.5481,0.034
0.05211,16.8802,1.289
0.95368,13.497,0.046
0.02567,15.1088,2.268
0.56429,12.8241,0.215
0.65782,12.3765,0.044
0.2153,12.2712,0.12
0.22862,15.921,0.204
0.65123,18.1818,0.116
0.74067,19.7529,0.1
0.03135,17.3113,1.618
0.13929,17.1099,0.374
0.79802,10.6937,0.027
0.34022,13.249,0.122
0.23058,13.8247,0.093
0.33069,13.3783,0.123
0.98167,13.9176,0.259
0.61393,15.0157,0.083
0.18456,16.4255,0.481
0.75011,14.5952,0.082
0.78042,12.0847,0.054
0.76229,11.965,0.027
0.77373,13.5317,0.059
0.84421,13.652,0.106
0.44919,11.6905,0.119
0.13784,17.3101,0.372
0.98537,18.7488,0.117
0.75198,11.43,0.032
0.94324,21.2296,0.091
0.98315,16.0046,0.076
0.6437,13.5401,0.087
0.66413,12.8297,0.051
0.03526,13.6055,0.964
0.76091,14.098,0.084
0.6898,12.7571,0.051
0.59956,14.7042,0.116
0.41873,15.4114,0.088
0.06862,12.9268,0.308
0.9917,11.9445,0.157
0.06996,17.1262,0.737
0.97281,12.7137,0.038
0.02305,14.8503,1.989
0.20925,13.6517,0.136
0.77084,12.3882,0.034
0.36327,13.8901,0.107
0.60336,15.6213,0.179
0.26505,13.3553,0.4
0.50846,11.2923,0.126
0.21729,17.3797,0.258
0.61313,13.234,0.064
0.25857,12.2396,0.058
0.16124,11.8434,0.139
0.53895,14.5284,0.15
0.19582,15.4351,0.208
0.00545,16.7868,10.908
0.98814,11.8146,0.048
0.33367,14.3518,0.124
0.15434,13.8787,0.243
0.90364,13.3296,0.082
0.44043,12.3793,0.052
0.1375,14.2661,0.632
0.71087,14.8857,0.096
0.26808,10.5012,0.158
0.17276,10.7988,0.087
0.47178,12.526,0.102
0.95788,11.6863,0.04
0.93584,11.8878,0.05
0.05403,18.299,0.628
0.02651,15.4874,1.983
0.92754,14.4771,0.069
0.12399,14.5083,0.421
0.99932,11.5669,0.052
0.9506,15.8777,0.053
0.49676,16.3589,0.093
0.93368,17.4696,0.075
0.47739,11.3379,0.034
0.10012,11.0129,0.086
0.36226,16.8946,0.191
0.98586,13.1963,0.088
0.48094,15.2696,0.1
0.97539,15.6837,0.085
