3.14159,19.3458,0.047
3.14159,16.6846,0.317
3.14159,21.2887,0.16
3.14159,16.4791,0.059
3.14159,19.5856,0.102
3.14159,20.5104,0.058
3.14159,14.8057,0.064
3.14159,20.0602,0.11
3.14159,22.3384,0.075
3.14159,17.5355,0.053
3.14159,17.4335,0.161
3.14159,16.1017,0.061
3.14159,27.3196,0.151
3.14159,15.9304,0.089
3.14159,19.1777,0.096
3.14159,20.1404,0.153
3.14159,28.4909,0.104
3.14159,30.5468,0.139
3.14159,22.4982,0.117
3.14159,21.5655,0.106
3.14159,12.0344,0.038
3.14159,14.6598,0.041
3.14159,13.8301,0.07
3.14159,19.1436,0.059
3.14159,15.3542,0.041
3.14159,18.4485,0.082
3.14159,15.3599,0.101
3.14159,11.9587,0.036
3.14159,16.0419,0.07
3.14159,13.9839,0.042
3.14159,19.6382,0.123
3.14159,16.603,0.047
3.14159,16.7698,0.041
3.14159,17.389,0.135
3.14159,17.131,0.039
3.14159,19.0389,0.066
3.14159,13.5405,0.131
3.14159,16.3396,0.072
3.14159,12.8693,0.052
3.14159,16.2114,0.05
3.14159,25.1584,0.06
3.14159,23.3086,0.064
3.14159,16.0945,0.078
3.14159,19.3951,0.054
3.14159,16.5075,0.181
3.14159,16.5054,0.084
3.14159,19.1789,0.064
3.14159,27.9606,0.121
3.14159,14.5654,0.055
3.14159,16.0317,0.049
3.14159,23.7302,0.339
3.14159,18.6592,0.146
3.14159,16.6571,0.114
3.14159,15.9212,0.096
3.14159,13.8873,0.064
3.14159,13.9262,0.031
3.14159,22.0389,0.096
3.14159,16.428,0.067
3.14159,11.7412,0.201
3.14159,28.9378,0.122
3.14159,19.3979,0.119
3.14159,14.6958,0.056
3.14159,12.2655,0.037
3.14159,18.0471,0.15
3.14159,11.1919,0.032
3.14159,14.8859,0.026
3.14159,18.4415,0.052
3.14159,14.2301,0.067
3.14159,12.9989,0.042
3.14159,15.7676,0.033
3.14159,21.7312,0.128
3.14159,18.0141,0.058
3.14159,18.9573,0.098
3.14159,22.6996,0.057
3.14159,27.1513,0.059
3.14159,17.5421,0.212
3.14159,14.4477,0.034
3.14159,13.5253,0.06
3.14159,13.3306,0.044
3.14159,18.0969,0.05
3.14159,12.9714,0.155
3.14159,17.2246,0.074
3.14159,19.9377,0.073
3.14159,19.9286,0.068
3.14159,13.378,0.091
3.14159,17.6185,0.047
3.14159,14.0632,0.038
3.14159,11.9194,0.06
3.14159,18.085,0.098
3.14159,15.8166,0.062
3.14159,20.9336,0.12
3.14159,19.0926,0.08
3.14159,15.3268,0.053
3.14159,13.807,0.037
3.14159,17.9223,0.072
3.14159,14.5897,0.037
3.14159,14.3105,0.045
3.14159,18.8342,0.051
3.14159,17.0242,0.117
3.14159,22.8921,0.099
3.14159,13.9073,0.096
3.14159,18.4338,0.064
3.14159,20.3694,0.169
3.14159,16.6574,0.104
3.14159,15.9524,0.092
3.14159,21.3668,0.093
3.14159,13.6017,0.123
3.14159,13.4695,0.041
3.14159,18.8782,0.201
3.14159,16.6184,0.04
3.14159,15.6255,0.052
3.14159,20.8741,0.096
3.14159,23.1126,0.073
3.14159,14.4612,0.044
3.14159,17.5663,0.122
3.14159,11.6462,0.054
3.14159,16.2932,0.041
3.14159,18.7474,0.093
3.14159,21.6158,0.055
3.14159,18.9048,0.048
3.14159,24.325,0.212
3.14159,19.142,0.127
3.14159,13.0133,0.071
3.14159,17.2212,0.052
3.14159,21.4501,0.15
3.14159,26.3372,0.125
3.14159,14.8086,0.092
3.14159,13.0827,0.055
3.14159,12.3503,0.043
3.14159,15.2348,0.033
3.14159,17.4897,0.125
3.14159,19.2952,0.099
3.14159,28.3429,0.301
3.14159,17.1828,0.079
3.14159,15.3368,0.029
3.14159,15.0969,0.093
3.14159,13.0354,0.026
3.14159,19.0124,0.08
3.14159,16.2209,0.081
3.14159,18.6638,0.071
3.14159,15.7846,0.088
3.14159,15.5346,0.055
3.14159,23.8687,0.243
3.14159,20.7176,0.134
3.14159,21.9312,0.05
3.14159,11.402,0.025
3.14159,16.0853,0.077
3.14159,13.8341,0.053
3.14159,11.6631,0.029
3.14159,14.8594,0.038
3.14159,16.8456,0.098
3.14159,19.0555,0.073
3.14159,14.8493,0.051
3.14159,15.5133,0.181
3.14159,19.6694,0.06
3.14159,17.8784,0.073
3.14159,15.7749,0.041
3.14159,22.0508,0.098
3.14159,18.2848,0.116
3.14159,18.4486,0.074
3.14159,16.0115,0.031
3.14159,12.1261,0.038
3.14159,20.6801,0.1
3.14159,13.5728,0.035
3.14159,12.2727,0.036
3.14159,23.1931,0.253
3.14159,16.9447,0.068
3.14159,16.3252,0.042
3.14159,24.4862,0.147
3.14159,13.9169,0.053
3.14159,16.6176,0.123
3.14159,14.6467,0.044
3.14159,15.9743,0.218
3.14159,15.2047,0.094
3.14159,11.892,0.025
3.14159,16.6996,0.07
3.14159,17.036,0.064
3.14159,12.1034,0.067
3.14159,13.909,0.039
3.14159,14.1671,0.068
3.14159,13.2161,0.047
3.14159,19.3263,0.052
3.14159,17.8919,0.058
3.14159,19.0182,0.068
3.14159,13.2678,0.07
3.14159,17.218,0.045
3.14159,15.9637,0.05
3.14159,17.9244,0.11
3.14159,21.1618,0.11
3.14159,20.1209,0.123
3.14159,15.1773,0.191
3.14159,12.8606,0.052
3.14159,15.2239,0.034
3.14159,13.4378,0.072
3.14159,17.3409,0.054
3.14159,16.2343,0.052
3.14159,15.7404,0.062
3.14159,22.794,0.141
3.14159,21.1611,0.11
3.14159,16.2559,0.097
3.14159,14.1442,0.044
3.14159,25.5557,0.211
3.14159,11.0965,0.049
3.14159,15.748,0.054
3.14159,14.7846,0.059
3.14159,11.6565,0.113
3.14159,16.6042,0.056
3.14159,13.0407,0.074
3.14159,18.6124,0.07
3.14159,29.2194,0.113
3.14159,14.5333,0.16
3.14159,19.6804,0.091
3.14159,13.4237,0.043
3.14159,19.6635,0.088
3.14159,32.707,0.138
3.14159,20.4673,0.109
3.14159,13.5672,0.087
3.14159,28.134,0.089
3.14159,19.8326,0.063
3.14159,11.7734,0.027
3.14159,18.1035,0.072
3.14159,14.776,0.068
3.14159,13.5447,0.084
3.14159,13.4319,0.065
3.14159,18.4195,0.16
3.14159,18.7607,0.089
3.14159,12.8707,0.083
3.14159,11.0243,0.096
3.14159,17.8192,0.044
3.14159,19.4704,0.092
3.14159,17.7393,0.073
3.14159,17.3042,0.06
3.14159,24.7541,0.165
3.14159,17.3133,0.11
3.14159,15.2444,0.062
3.14159,18.6095,0.136
3.14159,17.39,0.122
3.14159,23.058,0.06
3.14159,14.7953,0.034
3.14159,16.1745,0.183
3.14159,17.9731,0.074
3.14159,18.0705,0.044
3.14159,17.4806,0.11
3.14159,20.4349,0.07
3.14159,15.2772,0.096
3.14159,15.3989,0.058
3.14159,13.7894,0.042
3.14159,16.5238,0.065
3.14159,15.6039,0.058
3.14159,16.4588,0.043
3.14159,13.1396,0.047
3.14159,16.4648,0.053
3.14159,15.5579,0.081
3.14159,14.2408,0.053
3.14159,18.2433,0.071
3.14159,26.1624,0.091
3.14159,21.9094,0.084
3.14159,19.6309,0.046
3.14159,18.0451,0.057
3.14159,14.6669,0.034
3.14159,14.8077,0.094
3.14159,18.9243,0.085
3.14159,13.1356,0.048
3.14159,13.8722,0.098
3.14159,18.6353,0.108
3.14159,17.4018,0.09
3.14159,16.7814,0.191
3.14159,18.8982,0.127
3.14159,13.9935,0.071
3.14159,22.6278,0.226
3.14159,12.3892,0.063
3.14159,18.4574,0.049
3.14159,14.1508,0.086
3.14159,19.818,0.094
3.14159,14.2033,0.055
3.14159,13.3993,0.058
3.14159,13.8993,0.029
3.14159,33.4145,0.162
